Restaurant ID,Restaurant Name,City,Locality,Cuisines,Rating text,Votes
301015,Slic Chic,New Delhi,Shalimar Bagh,"Chinese, Fast Food",Good,178
300780,Standard Ice Cream,New Delhi,Shalimar Bagh,"Desserts, Ice Cream",Good,31
18361764,Aunty Chings Fast Food,New Delhi,Shalimar Bagh,Chinese,Not rated,2
18446401,Baba Chaap Wala,New Delhi,Shalimar Bagh,Fast Food,Not rated,1
18312578,Cafe Coffee Day,New Delhi,Shalimar Bagh,Cafe,Not rated,1
18153555,Chick N Grills,New Delhi,Shalimar Bagh,"Mughlai, Fast Food",Not rated,0
18454520,Choc-oholic,New Delhi,Shalimar Bagh,Desserts,Not rated,2
18416877,Da Pizza Palace,New Delhi,Shalimar Bagh,Pizza,Not rated,1
18361770,Dosa Junction,New Delhi,Shalimar Bagh,South Indian,Not rated,3
18214206,Ganga Food Factory,New Delhi,Shalimar Bagh,"Bakery, Fast Food",Not rated,0
18426782,Hot Wok,New Delhi,Shalimar Bagh,"Chinese, Fast Food",Not rated,1
18352209,Ichak Dana,New Delhi,Shalimar Bagh,"North Indian, Awadhi",Not rated,1
18441688,Madras Dosa & Chinese,New Delhi,Shalimar Bagh,"South Indian, Chinese",Not rated,0
18438429,Mashoor Gulati,New Delhi,Shalimar Bagh,North Indian,Not rated,2
18014115,Nidhi's Cake Lounge,New Delhi,Shalimar Bagh,Bakery,Not rated,2
18489535,Night Diner,New Delhi,Shalimar Bagh,North Indian,Not rated,0
18446398,Nirula's Ice Cream,New Delhi,Shalimar Bagh,"Ice Cream, Desserts",Not rated,1
18445788,Niti Shake & Ice Cream Hub,New Delhi,Shalimar Bagh,"Desserts, Beverages",Not rated,0
18361757,Raja Chinese Foods & Snacks,New Delhi,Shalimar Bagh,Chinese,Not rated,0
18273597,Royal Chicken Corner,New Delhi,Shalimar Bagh,North Indian,Not rated,0
301519,Shalimar Food,New Delhi,Shalimar Bagh,Street Food,Not rated,2
18445764,Shalimar Vyanjan,New Delhi,Shalimar Bagh,"North Indian, Chinese",Not rated,0
18446388,The Urban Canteen,New Delhi,Shalimar Bagh,Fast Food,Not rated,2
301507,Ever Bake,New Delhi,Shalimar Bagh,"Bakery, Chinese, Fast Food",Very Good,371
18261157,Grappa - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath","Pizza, Salad, Finger Food",Average,27
18277024,Shang Palace - Shangri-La's Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath",Chinese,Good,65
18261160,Sorrento - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath","Seafood, Italian",Good,66
18219539,Mister Chai - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath","Tea, Cafe",Very Good,68
311369,Tamra - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath","North Indian, Continental, European, Chinese, Thai",Very Good,400
308769,Cafe Coffee Day,New Delhi,Shanti Niketan Marg,Cafe,Average,29
220,Domino's Pizza,New Delhi,Shanti Niketan Marg,"Pizza, Fast Food",Average,85
301675,Lush,New Delhi,Shastri Park,"Afghani, North Indian, Pakistani, Arabian",Not rated,3
18144466,Shivas Cafe,New Delhi,Sheikh Sarai,Cafe,Average,14
2739,Dakshin - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, Saket",South Indian,Very Good,315
18133508,Delhi Pavilion - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, Saket","North Indian, Continental, Asian",Very Good,160
2741,Pan Asian - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, Saket","Chinese, Thai, Japanese",Very Good,327
308386,Domino's Pizza,New Delhi,South Extension 1,"Pizza, Fast Food",Average,58
3170,Kitchen of Awadh,New Delhi,South Extension 1,North Indian,Average,64
7760,McDonald's,New Delhi,South Extension 1,"Fast Food, Burger",Average,73
18425186,ODT,New Delhi,South Extension 1,"Continental, North Indian, Italian",Average,12
311272,Rainbows,New Delhi,South Extension 1,"Bakery, Fast Food",Average,24
310891,Subway,New Delhi,South Extension 1,"American, Fast Food, Salad, Healthy Food",Average,167
9095,Bombay Bhelpuri,New Delhi,South Extension 1,"Street Food, Beverages",Good,357
305763,The Owl's Kitchen,New Delhi,South Extension 1,"North Indian, Italian, Fast Food",Good,174
18175302,7 Colours Xpress Kitchen,New Delhi,South Extension 1,"Chinese, North Indian",Not rated,0
18337762,Royal Cakes,New Delhi,South Extension 1,Bakery,Not rated,1
18312639,Street Cafe,New Delhi,South Extension 1,Fast Food,Not rated,0
18337895,Street Cafe,New Delhi,South Extension 1,Fast Food,Not rated,0
307418,Dare To Deliver,New Delhi,South Extension 1,"Chinese, Fast Food, North Indian",Poor,59
3686,Aggarwal Sweet and Restaurant,New Delhi,South Extension 2,"North Indian, Mithai",Average,18
18449626,Burger Lust,New Delhi,South Extension 2,Fast Food,Average,13
7761,Cafe Coffee Day,New Delhi,South Extension 2,Cafe,Average,31
9842,Cakes & Bakes,New Delhi,South Extension 2,"Bakery, Fast Food",Average,11
18254523,Chic Fillet,New Delhi,South Extension 2,Fast Food,Average,4
312378,Chinese Express,New Delhi,South Extension 2,Chinese,Average,11
18358171,Costa Coffee,New Delhi,South Extension 2,Cafe,Average,6
307474,Domino's Pizza,New Delhi,South Extension 2,"Pizza, Fast Food",Average,63
9083,Gupta Fast Food,New Delhi,South Extension 2,"North Indian, Chinese",Average,29
310705,Hangchuaa's Chinese Food Corner,New Delhi,South Extension 2,Chinese,Average,20
310701,Kathi's,New Delhi,South Extension 2,Fast Food,Average,7
306934,Kitchen & Chicken,New Delhi,South Extension 2,Chinese,Average,50
305651,Meal A Deal,New Delhi,South Extension 2,"North Indian, Chinese",Average,13
9094,Mohit Restaurant,New Delhi,South Extension 2,"North Indian, Chinese",Average,17
93,Princess Garden,New Delhi,South Extension 2,"Chinese, North Indian",Average,31
9099,Republic of Chicken,New Delhi,South Extension 2,"Raw Meats, Fast Food",Average,13
18312618,Sai Juice Point,New Delhi,South Extension 2,Beverages,Average,6
18146398,The Pirates Of China Town,New Delhi,South Extension 2,Chinese,Average,14
3298,Voda Bar,New Delhi,South Extension 2,"Chinese, North Indian",Average,28
305684,All Things Yummy,New Delhi,South Extension 2,"Bakery, Desserts",Good,68
7759,Cake Palace,New Delhi,South Extension 2,"Bakery, Fast Food",Good,160
302503,Charan Singh Kulfi & Kala Khatta,New Delhi,South Extension 2,Ice Cream,Good,29
677,Chinese Hut,New Delhi,South Extension 2,Chinese,Good,87
305826,Costa Coffee,New Delhi,South Extension 2,Cafe,Good,68
743,Daitchi,New Delhi,South Extension 2,"Chinese, Japanese",Good,273
18345751,DomDom Biryani,New Delhi,South Extension 2,"Biryani, Mughlai, Bengali, North Indian",Good,89
2250,Gupta's Restaurant,New Delhi,South Extension 2,North Indian,Good,104
18352214,Mama's,New Delhi,South Extension 2,"North Indian, Chinese, Mughlai",Good,40
192,McDonald's,New Delhi,South Extension 2,"Fast Food, Burger",Good,167
483,Moti Mahal Delux- Legendary Culinary,New Delhi,South Extension 2,"North Indian, Mughlai, Chinese",Good,177
1675,Qureshi's Kabab Corner,New Delhi,South Extension 2,"North Indian, Mughlai",Good,215
18451269,TukTuk,New Delhi,South Extension 2,"Asian, Chinese, Thai, Malaysian, Indonesian, Burmese",Good,24
18312616,Anand Sweets,New Delhi,South Extension 2,"Mithai, Street Food",Not rated,2
7793,Cafe Corner,New Delhi,South Extension 2,Fast Food,Not rated,3
18231390,Chocolics,New Delhi,South Extension 2,"Bakery, Desserts",Not rated,2
18427231,ChocoLite,New Delhi,South Extension 2,"Bakery, Desserts, Healthy Food",Not rated,2
18427201,F Marquee,New Delhi,South Extension 2,"North Indian, Chinese, Continental",Not rated,3
1129,Republic of Chicken,New Delhi,South Extension 2,"Raw Meats, Fast Food",Not rated,1
18424170,Special Chicken Biryani,New Delhi,South Extension 2,"Biryani, Mughlai",Not rated,1
18306530,Circus,New Delhi,South Extension 2,"North Indian, Chinese, Italian",Very Good,489
18332063,The Society Cafe,New Delhi,South Extension 2,"Cafe, Italian",Very Good,149
309852,Club London,New Delhi,"Southern Park Mall, Saket","North Indian, Chinese, Finger Food",Average,179
18245284,3 Pegs Down,New Delhi,"Southern Park Mall, Saket","Continental, Italian, North Indian",Good,217
310413,Chicago Pizza,New Delhi,"Spark Mall, Kamla Nagar",Pizza,Average,27
18261739,Maakhansingh,New Delhi,"Spark Mall, Kamla Nagar",North Indian,Average,18
311068,Mad Over Donuts,New Delhi,"Spark Mall, Kamla Nagar",Desserts,Good,72
308175,Starbucks,New Delhi,"Spark Mall, Kamla Nagar",Cafe,Good,147
18276343,World of Wok,New Delhi,"Spark Mall, Kamla Nagar",Chinese,Good,22
4682,Alvi's Food Spot,New Delhi,"Star City Mall, Mayur Vihar Phase 1","North Indian, Mughlai",Average,17
6191,Cafe Coffee Day,New Delhi,"Star City Mall, Mayur Vihar Phase 1",Cafe,Average,29
1275,Code,New Delhi,"Star City Mall, Mayur Vihar Phase 1","North Indian, Mughlai, Chinese",Average,117
2934,Haowin,New Delhi,"Star City Mall, Mayur Vihar Phase 1","Chinese, Continental, Thai",Average,88
308801,Mirror,New Delhi,"Star City Mall, Mayur Vihar Phase 1","North Indian, Chinese, Continental",Average,131
4854,Pizza Hut Delivery,New Delhi,"Star City Mall, Mayur Vihar Phase 1","Italian, Pizza, Fast Food",Average,87
306178,Platinum Lounge,New Delhi,"Star City Mall, Mayur Vihar Phase 1","North Indian, Chinese, Continental",Average,91
310538,Aap Ki Rasoi Ghar,New Delhi,Subhash Nagar,"North Indian, Fast Food",Average,6
305579,Aggarwal Sweet & Pastry,New Delhi,Subhash Nagar,"Mithai, Chinese",Average,5
17977785,Craving,New Delhi,Subhash Nagar,"Chinese, Fast Food",Average,10
18037814,Dakshin South Indian Hut,New Delhi,Subhash Nagar,South Indian,Average,4
18472638,Food & Travel Cafe,New Delhi,Subhash Nagar,"Fast Food, Italian",Average,10
18168154,Jolly Tandoori Zaika,New Delhi,Subhash Nagar,"North Indian, Chinese",Average,11
18424579,Lababdar Rasoi,New Delhi,Subhash Nagar,North Indian,Average,16
305552,Madan Da Dhaba,New Delhi,Subhash Nagar,North Indian,Average,5
302004,Nishtha,New Delhi,Subhash Nagar,"Street Food, Chinese",Average,21
18386266,P2 Tandoori Momos Station,New Delhi,Subhash Nagar,"Chinese, North Indian",Average,10
18272352,Punjabi's Veg Grill,New Delhi,Subhash Nagar,North Indian,Average,7
300560,Sethi's The Cake Shop,New Delhi,Subhash Nagar,"Bakery, Fast Food",Average,16
304453,Soya Grill,New Delhi,Subhash Nagar,"North Indian, Chinese",Average,4
18025106,Sunny Kebab Wala,New Delhi,Subhash Nagar,"North Indian, Fast Food",Average,15
301836,Vaishno Bhojnalaya,New Delhi,Subhash Nagar,North Indian,Average,10
306012,Valentine Coffee Bar,New Delhi,Subhash Nagar,"Beverages, Fast Food",Average,8
312023,Zayka Delhi-6,New Delhi,Subhash Nagar,"North Indian, Mughlai",Average,11
18430898,13 Cafe,New Delhi,Subhash Nagar,Cafe,Not rated,0
305570,Aggarwal Sweet Corner,New Delhi,Subhash Nagar,Mithai,Not rated,2
18447292,Babu Meat Wala,New Delhi,Subhash Nagar,"Raw Meats, North Indian",Not rated,1
18365986,Batra Chinese Food & Chaap,New Delhi,Subhash Nagar,Chinese,Not rated,0
18441532,Celebration Family Restaurant,New Delhi,Subhash Nagar,"North Indian, Chinese",Not rated,0
18492045,Ching Chinese,New Delhi,Subhash Nagar,"Chinese, Fast Food",Not rated,0
18352176,Choices An Absolute BBQ,New Delhi,Subhash Nagar,North Indian,Not rated,3
18451605,Delhi-27,New Delhi,Subhash Nagar,"Chinese, South Indian",Not rated,0
18455549,Desi Kukkad,New Delhi,Subhash Nagar,North Indian,Not rated,0
18455545,Freezy,New Delhi,Subhash Nagar,Ice Cream,Not rated,0
18491264,Gourmet Bistro,New Delhi,Subhash Nagar,"Cafe, Fast Food, Bakery",Not rated,1
18455547,Jiya Amritsari Naan,New Delhi,Subhash Nagar,North Indian,Not rated,0
18291456,Kedgy Bite,New Delhi,Subhash Nagar,Fast Food,Not rated,0
18472660,Khera's Foodie Corner,New Delhi,Subhash Nagar,"Chinese, North Indian",Not rated,0
310255,Lajwab Pastry Palace,New Delhi,Subhash Nagar,Bakery,Not rated,1
18366008,Madan Sweets & Bakers,New Delhi,Subhash Nagar,Mithai,Not rated,0
18462257,Momo's King,New Delhi,Subhash Nagar,Chinese,Not rated,0
18312627,New Pishori Chicken Kabab,New Delhi,Subhash Nagar,Fast Food,Not rated,0
18492103,New Sindhi Chicken Corner,New Delhi,Subhash Nagar,"North Indian, Mughlai",Not rated,0
18431145,Radha Swami Chaat Bhandar,New Delhi,Subhash Nagar,Street Food,Not rated,0
18430909,Rajender Di Punjabi Rasoi,New Delhi,Subhash Nagar,North Indian,Not rated,1
18198821,Ram Ji Snacks & Food Corner,New Delhi,Subhash Nagar,Street Food,Not rated,1
18430905,Ram Ram Ji Kachori Bhandar,New Delhi,Subhash Nagar,Street Food,Not rated,0
18430907,Rana's Food Corner,New Delhi,Subhash Nagar,North Indian,Not rated,0
18451597,Sanjay Chicken Shop,New Delhi,Subhash Nagar,"Raw Meats, Fast Food",Not rated,0
17989089,Sharma Ji Spring Roll,New Delhi,Subhash Nagar,Fast Food,Not rated,1
18492057,Shree Raja Ram,New Delhi,Subhash Nagar,Fast Food,Not rated,0
17989093,South Indian Hut,New Delhi,Subhash Nagar,South Indian,Not rated,2
18429149,Special Moradabadi Chicken Corner,New Delhi,Subhash Nagar,Biryani,Not rated,0
18366006,Standard Pastry Shop,New Delhi,Subhash Nagar,"Bakery, Fast Food",Not rated,2
305567,Sushil Punjabi Vaishno Dhaba,New Delhi,Subhash Nagar,North Indian,Not rated,0
18455551,Variety of Shawarmas,New Delhi,Subhash Nagar,Fast Food,Not rated,0
18430902,Vrindavan Sweets,New Delhi,Subhash Nagar,"South Indian, Street Food, Mithai",Not rated,0
18365385,Flirty Momo's,New Delhi,Subhash Nagar,Chinese,Poor,26
586,Nathu's Sweets,New Delhi,Sunder Nagar,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Average,173
3403,Basil & Thyme,New Delhi,Sunder Nagar,"Continental, European",Good,127
2902,Kamal's,New Delhi,Sunder Nagar,North Indian,Good,286
308628,Orange Peel by Rasleen Kochhar,New Delhi,Sunder Nagar,"Bakery, Fast Food",Good,44
18466399,ATM Bistro,New Delhi,Sunder Nagar,European,Not rated,3
18157416,Masala House,New Delhi,Sunder Nagar,North Indian,Very Good,169
18264963,Number 8,New Delhi,Sunder Nagar,"Continental, North Indian, European, Asian",Very Good,165
18384123,Keventers,New Delhi,"T3 Domestic Arrival, Aerocity",Beverages,Average,6
308595,4700BC Popcorn,New Delhi,Tagore Garden,Fast Food,Average,24
18251318,Chennai X-Press,New Delhi,Tagore Garden,Fast Food,Average,6
18303675,Chinese Sigdi,New Delhi,Tagore Garden,Chinese,Average,5
18245286,Da Pizza Pind,New Delhi,Tagore Garden,"Pizza, Italian",Average,36
18414475,Faasos,New Delhi,Tagore Garden,"North Indian, Fast Food",Average,4
308814,Frontier,New Delhi,Tagore Garden,Bakery,Average,5
308996,Gyan Di Hatti,New Delhi,Tagore Garden,North Indian,Average,5
304583,Hot Stuff,New Delhi,Tagore Garden,"Chinese, Fast Food",Average,14
308080,KK Da Dhaba,New Delhi,Tagore Garden,North Indian,Average,55
18372669,Last Bencher's,New Delhi,Tagore Garden,Chinese,Average,6
309305,Raj Bakers And Confectioners,New Delhi,Tagore Garden,"Fast Food, Bakery",Average,6
18292457,Taste Drive,New Delhi,Tagore Garden,Fast Food,Average,21
973,The Kafilla,New Delhi,Tagore Garden,North Indian,Average,5
18292469,Tibb's Frankie,New Delhi,Tagore Garden,Fast Food,Average,8
18381626,4 Barrels CafÌ© & Lounge,New Delhi,Tagore Garden,"North Indian, Continental, Lebanese",Good,24
18425157,Baadshah,New Delhi,Tagore Garden,"North Indian, Chinese",Good,26
18365991,Behrouz Biryani,New Delhi,Tagore Garden,Biryani,Good,54
18355146,Galina Restaurant,New Delhi,Tagore Garden,North Indian,Good,38
18454473,Masala Factory,New Delhi,Tagore Garden,"North Indian, Chinese",Good,18
18432240,Ovenstory Pizza,New Delhi,Tagore Garden,"Pizza, Fast Food",Good,12
312027,Ajeet Fast Food Corner,New Delhi,Tagore Garden,Fast Food,Not rated,1
18430872,Al Changezi,New Delhi,Tagore Garden,Mughlai,Not rated,1
18292478,Dolce Gelato,New Delhi,Tagore Garden,Ice Cream,Not rated,0
18429417,Dragon Way,New Delhi,Tagore Garden,"Chinese, Fast Food",Not rated,1
18244564,Foodaholic,New Delhi,Tagore Garden,"Chinese, North Indian",Not rated,1
304385,Indian Chinese Fast Food,New Delhi,Tagore Garden,Chinese,Not rated,1
9517,Jagadeesh Kharodewala,New Delhi,Tagore Garden,North Indian,Not rated,3
7194,Punjabi Shahi Chicken Soup,New Delhi,Tagore Garden,Chinese,Not rated,2
18472448,Ramu Ka Dhaba,New Delhi,Tagore Garden,Mughlai,Not rated,3
18472599,Sardar Ji Chicken Corner,New Delhi,Tagore Garden,"Mughlai, North Indian",Not rated,0
18429644,Satguru Tiffin Service,New Delhi,Tagore Garden,North Indian,Not rated,1
7180,Seth Baker's,New Delhi,Tagore Garden,"Bakery, Desserts",Not rated,3
309006,Sri Durga Dosa Corner,New Delhi,Tagore Garden,South Indian,Not rated,3
18292480,V S Cafe,New Delhi,Tagore Garden,Fast Food,Not rated,2
7187,Vijay South Indian Food,New Delhi,Tagore Garden,South Indian,Not rated,2
301998,Punjab Grill,New Delhi,Tagore Garden,North Indian,Very Good,1252
3239,Insomnia - Taj Vivanta,New Delhi,"Taj Vivanta, Khan Market","Italian, Continental, Finger Food",Average,50
301422,Larry's China - Taj Vivanta,New Delhi,"Taj Vivanta, Khan Market",Chinese,Good,147
4404,Yellow Brick Road - Taj Vivanta,New Delhi,"Taj Vivanta, Khan Market","Continental, North Indian, South Indian, Italian",Good,821
300008,English Tadka,New Delhi,"TDI Mall, Rajouri Garden","North Indian, European",Average,152
18216903,Burger King,New Delhi,"TDI Mall, Rajouri Garden","Burger, Fast Food",Good,186
1079,Pizza Hut,New Delhi,"TDI Mall, Rajouri Garden","Italian, Pizza, Fast Food",Good,141
4375,Cake Shop - The Ashok,New Delhi,"The Ashok, Chanakyapuri","Bakery, Desserts",Average,26
3955,Samavar - The Ashok,New Delhi,"The Ashok, Chanakyapuri","Continental, North Indian, Chinese",Average,48
4376,Tea Lounge - The Ashok,New Delhi,"The Ashok, Chanakyapuri",Cafe,Average,18
1898,Frontier - The Ashok,New Delhi,"The Ashok, Chanakyapuri","North Indian, Mughlai",Good,101
1900,The Oudh - The Ashok,New Delhi,"The Ashok, Chanakyapuri",North Indian,Good,100
306198,Zerruco - The Ashok,New Delhi,"The Ashok, Chanakyapuri","Mediterranean, Italian",Very Good,609
18312443,The Claridges Garden -The Claridges,New Delhi,"The Claridges, Aurangzeb Road","Cafe, American, Tea",Average,5
2683,Aura - The Claridges,New Delhi,"The Claridges, Aurangzeb Road",Continental,Good,42
2682,Dhaba - The Claridges,New Delhi,"The Claridges, Aurangzeb Road",North Indian,Good,548
2681,Jade - The Claridges,New Delhi,"The Claridges, Aurangzeb Road",Chinese,Good,134
2674,Pickwicks - The Claridges,New Delhi,"The Claridges, Aurangzeb Road","European, Continental",Good,139
2684,Ye Old Bakery - The Claridges,New Delhi,"The Claridges, Aurangzeb Road","Bakery, Desserts",Good,65
2675,Sevilla - The Claridges,New Delhi,"The Claridges, Aurangzeb Road","Spanish, Italian",Very Good,800
3227,GBar - The Grand New Delhi,New Delhi,"The Grand New Delhi, Vasant Kunj","American, Finger Food",Average,145
4840,Cascades - The Grand New Delhi,New Delhi,"The Grand New Delhi, Vasant Kunj","North Indian, Continental, Asian",Good,97
2726,1911 Bar - The Imperial,New Delhi,"The Imperial, Janpath","Finger Food, European",Average,10
301523,Nostalgia at 1911 Brasserie - The Imperial,New Delhi,"The Imperial, Janpath","European, Continental",Average,12
2729,Patiala Peg - The Imperial,New Delhi,"The Imperial, Janpath",Finger Food,Average,25
2724,1911 - The Imperial,New Delhi,"The Imperial, Janpath","North Indian, Chinese, South Indian, Italian",Good,272
2728,Daniell's Tavern - The Imperial,New Delhi,"The Imperial, Janpath",North Indian,Good,59
2730,La Baguette - The Imperial,New Delhi,"The Imperial, Janpath","Desserts, Bakery",Good,45
2727,San Gimignano - The Imperial,New Delhi,"The Imperial, Janpath",Italian,Good,104
2731,The Atrium - The Imperial,New Delhi,"The Imperial, Janpath","European, Desserts",Good,57
2725,The Spice Route - The Imperial,New Delhi,"The Imperial, Janpath","Malaysian, Thai, Kerala, Vietnamese, Sri Lankan",Very Good,259
18237363,Bao Cha,New Delhi,"The India Mall, New Friends Colony","Chinese, Thai, Asian",Average,90
18322518,Nazeer Delicacies,New Delhi,"The India Mall, New Friends Colony","North Indian, Mughlai",Average,21
1023,Open Oven,New Delhi,"The India Mall, New Friends Colony","Bakery, Desserts, Fast Food",Average,109
18277022,Slurp Pasta Express,New Delhi,"The India Mall, New Friends Colony","Cafe, Fast Food",Average,5
18354650,Urban Gala,New Delhi,"The India Mall, New Friends Colony","Chinese, Cafe",Average,19
9671,Shree Rathnam,New Delhi,"The India Mall, New Friends Colony","South Indian, North Indian, Chinese",Good,96
18424209,Stuffed Kathi Roll,New Delhi,"The India Mall, New Friends Colony",Fast Food,Not rated,1
149,Subway,New Delhi,"The India Mall, New Friends Colony","American, Fast Food, Salad, Healthy Food",Poor,146
8842,24/7 Pastry Shop - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road","Bakery, Desserts",Average,46
8817,Le Petit Cafe - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road",Cafe,Average,31
309110,The Grill Room - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road",Continental,Average,51
301524,24/7 Bar- The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road",Finger Food,Good,45
3910,24/7 Restaurant - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road","Continental, North Indian, Italian, Asian",Good,419
3027,Baluchi - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road","Mughlai, North Indian, South Indian",Good,265
4907,Kitty Su - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road",Finger Food,Good,747
104,Woks - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road","Chinese, Seafood",Good,62
300688,CafÌ© Knosh - The Leela Ambience Convention Hotel,New Delhi,The Leela Ambience Convention Hotel,"North Indian, Italian",Good,186
300697,Cherry Bar - The Leela Ambience Convention Hotel,New Delhi,The Leela Ambience Convention Hotel,Finger Food,Good,48
300696,Mei Kun - The Leela Ambience Convention Hotel,New Delhi,The Leela Ambience Convention Hotel,Thai,Good,42
300695,Dilli 32 - The Leela Ambience Convention Hotel,New Delhi,The Leela Ambience Convention Hotel,North Indian,Very Good,184
4917,Jamavar - The Leela Palace,New Delhi,"The Leela Palace, Chanakyapuri","North Indian, Mughlai",Good,241
4910,Le Cirque - The Leela Palace,New Delhi,"The Leela Palace, Chanakyapuri","French, Italian",Good,199
6812,MEGU - The Leela Palace,New Delhi,"The Leela Palace, Chanakyapuri","Japanese, Sushi",Good,178
4911,The Library - The Leela Palace,New Delhi,"The Leela Palace, Chanakyapuri","Italian, Continental",Good,59
4915,The Lobby Lounge - The Leela Palace,New Delhi,"The Leela Palace, Chanakyapuri","Cafe, Continental",Good,32
310878,The Lodhi Bakery - The Lodhi,New Delhi,"The Lodhi, Lodhi Road","Bakery, Desserts",Average,4
3283,Elan - The Lodhi,New Delhi,"The Lodhi, Lodhi Road","North Indian, Continental, Italian",Good,185
2768,Agni - The Park,New Delhi,"The Park, Connaught Place","Mughlai, Italian, Finger Food, Middle Eastern",Average,199
2770,Mist - The Park,New Delhi,"The Park, Connaught Place","Continental, Italian, American, North Indian",Average,169
2769,Aqua - The Park,New Delhi,"The Park, Connaught Place","Continental, Italian, Mediterranean",Good,773
3202,Atrium Bar  & Lounge - The Suryaa New Delhi,New Delhi,"The Suryaa New Delhi, New Friends Colony",Finger Food,Average,26
4101,French Crust - The Suryaa New Delhi,New Delhi,"The Suryaa New Delhi, New Friends Colony","Cafe, Bakery",Average,19
312902,Club BW - The Suryaa New Delhi,New Delhi,"The Suryaa New Delhi, New Friends Colony","Finger Food, Continental, Italian, Chinese",Good,90
5325,Sampan - The Suryaa New Delhi,New Delhi,"The Suryaa New Delhi, New Friends Colony","Thai, Chinese, Japanese",Good,111
4496,The Grill Room - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, Mansingh Road","Mediterranean, European",Average,15
2688,Emperor's Lounge - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, Mansingh Road",Cafe,Good,79
2690,Machan - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, Mansingh Road","North Indian, European, Continental",Good,696
3948,Ricks Bar - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, Mansingh Road","Malaysian, Thai",Good,64
2694,Wasabi by Morimoto - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, Mansingh Road","Japanese, Sushi",Good,183
2689,House of Ming - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, Mansingh Road",Chinese,Very Good,398
2693,Varq - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, Mansingh Road","Seafood, North Indian",Very Good,541
18400770,Capital Kitchen - Taj Palace Hotel,New Delhi,"The Taj Palace Hotel, Chanakyapuri","North Indian, European, Asian",Good,42
18376469,Spicy Duck - Taj Palace Hotel,New Delhi,"The Taj Palace Hotel, Chanakyapuri",Asian,Good,24
2701,Orient Express - Taj Palace Hotel,New Delhi,"The Taj Palace Hotel, Chanakyapuri",European,Very Good,145
2702,The Tea Lounge - Taj Palace Hotel,New Delhi,"The Taj Palace Hotel, Chanakyapuri",Cafe,Very Good,76
9709,Bonitos - The Uppal,New Delhi,"The Uppal, Aerocity","Continental, Thai, Chinese, North Indian",Average,28
312319,Bonitos Blu - The Uppal,New Delhi,"The Uppal, Aerocity","North Indian, Asian, Continental",Average,5
311858,The Gourmet Shop - The Uppal,New Delhi,"The Uppal, Aerocity",Bakery,Average,4
131,Chopsticks,New Delhi,"The Village Restaurant Complex, Khel Gaon Marg","Chinese, Thai",Good,350
313200,TabulaBeach Cafe,New Delhi,"The Village Restaurant Complex, Khel Gaon Marg","European, American",Good,637
18282047,Arriba - Mexican Grill & Tequileria,New Delhi,"The Village Restaurant Complex, Khel Gaon Marg",Mexican,Very Good,146
18459030,Chatori Gali,New Delhi,Tilak Marg,Fast Food,Not rated,0
302136,Aggarwal Sweet Center,New Delhi,Tilak Nagar,"Mithai, Street Food",Average,6
301767,Aggarwal Sweets,New Delhi,Tilak Nagar,"Street Food, Desserts",Average,11
302103,Alag Khana Khazana,New Delhi,Tilak Nagar,"North Indian, Mughlai",Average,5
310273,Bhape Di Hatti,New Delhi,Tilak Nagar,North Indian,Average,7
308868,Bhappe Di Hatti,New Delhi,Tilak Nagar,North Indian,Average,8
18372667,Bhatura King,New Delhi,Tilak Nagar,Street Food,Average,7
310728,Bhukkadzz Point,New Delhi,Tilak Nagar,Fast Food,Average,7
8564,Bimbos,New Delhi,Tilak Nagar,"Chinese, Fast Food",Average,16
305486,Brothers' Bakery,New Delhi,Tilak Nagar,"Fast Food, Bakery",Average,21
18485858,Chaap Nation,New Delhi,Tilak Nagar,"North Indian, Fast Food, Afghani",Average,4
